sample_id,signer_id,label,take_id,relative_path,source_group,file_size_bytes,split
P3_kakoiQ_0001_0d4d1b0bc1e7,P3,kakoiQ,1,_kakoi_q/P3_kakoiQ (1).mov,_kakoi_q,124363,train
P3_kakoiQ_0010_e617fd1e8c01,P3,kakoiQ,10,_kakoi_q/P3_kakoiQ (10).mov,_kakoi_q,94002,train
P3_kakoiQ_0100_df256fa5f3eb,P3,kakoiQ,100,_kakoi_q/P3_kakoiQ (100).mov,_kakoi_q,89800,train
P3_kakoiQ_0101_6e0e81c55b31,P3,kakoiQ,101,_kakoi_q/P3_kakoiQ (101).mov,_kakoi_q,95264,train
P3_kakoiQ_0011_22de80d17605,P3,kakoiQ,11,_kakoi_q/P3_kakoiQ (11).mov,_kakoi_q,108811,train
P3_kakoiQ_0012_c6d8ecb4a58f,P3,kakoiQ,12,_kakoi_q/P3_kakoiQ (12).mov,_kakoi_q,117776,train
P3_kakoiQ_0013_351689e9c806,P3,kakoiQ,13,_kakoi_q/P3_kakoiQ (13).mov,_kakoi_q,82595,train
P3_kakoiQ_0014_7dc4cf14bbcd,P3,kakoiQ,14,_kakoi_q/P3_kakoiQ (14).mov,_kakoi_q,86278,train
P3_kakoiQ_0015_56e4a59fcb35,P3,kakoiQ,15,_kakoi_q/P3_kakoiQ (15).mov,_kakoi_q,93998,train
P3_kakoiQ_0016_db4d11e9e33b,P3,kakoiQ,16,_kakoi_q/P3_kakoiQ (16).mov,_kakoi_q,107580,train
P3_kakoiQ_0017_5e2259accd9e,P3,kakoiQ,17,_kakoi_q/P3_kakoiQ (17).mov,_kakoi_q,112960,train
P3_kakoiQ_0018_c32312058c95,P3,kakoiQ,18,_kakoi_q/P3_kakoiQ (18).mov,_kakoi_q,111687,train
P3_kakoiQ_0019_8df029afbb3b,P3,kakoiQ,19,_kakoi_q/P3_kakoiQ (19).mov,_kakoi_q,108397,train
P3_kakoiQ_0002_8036c5eda0c7,P3,kakoiQ,2,_kakoi_q/P3_kakoiQ (2).mov,_kakoi_q,81727,train
P3_kakoiQ_0020_2988297ce5ec,P3,kakoiQ,20,_kakoi_q/P3_kakoiQ (20).mov,_kakoi_q,138256,train
P3_kakoiQ_0021_0f0b2271dd64,P3,kakoiQ,21,_kakoi_q/P3_kakoiQ (21).mov,_kakoi_q,108811,train
P3_kakoiQ_0023_29d9ed276f93,P3,kakoiQ,23,_kakoi_q/P3_kakoiQ (23).mov,_kakoi_q,89769,train
P3_kakoiQ_0024_88e18c8bfdb0,P3,kakoiQ,24,_kakoi_q/P3_kakoiQ (24).mov,_kakoi_q,89769,train
P3_kakoiQ_0025_e4e634489e7d,P3,kakoiQ,25,_kakoi_q/P3_kakoiQ (25).mov,_kakoi_q,102609,train
P3_kakoiQ_0026_607a6816c408,P3,kakoiQ,26,_kakoi_q/P3_kakoiQ (26).mov,_kakoi_q,89317,train
P3_kakoiQ_0027_487ba432a97e,P3,kakoiQ,27,_kakoi_q/P3_kakoiQ (27).mov,_kakoi_q,93084,train
P3_kakoiQ_0028_8db91fccc533,P3,kakoiQ,28,_kakoi_q/P3_kakoiQ (28).mov,_kakoi_q,111994,train
P3_kakoiQ_0029_4209c4a91276,P3,kakoiQ,29,_kakoi_q/P3_kakoiQ (29).mov,_kakoi_q,107560,train
P3_kakoiQ_0003_a978cb5dcb6e,P3,kakoiQ,3,_kakoi_q/P3_kakoiQ (3).mov,_kakoi_q,92626,train
P3_kakoiQ_0030_243a850b2f11,P3,kakoiQ,30,_kakoi_q/P3_kakoiQ (30).mov,_kakoi_q,108219,train
P3_kakoiQ_0031_64f12ace19b8,P3,kakoiQ,31,_kakoi_q/P3_kakoiQ (31).mov,_kakoi_q,100904,train
P3_kakoiQ_0032_0a385009b69f,P3,kakoiQ,32,_kakoi_q/P3_kakoiQ (32).mov,_kakoi_q,104552,train
P3_kakoiQ_0033_fda56857118f,P3,kakoiQ,33,_kakoi_q/P3_kakoiQ (33).mov,_kakoi_q,106899,train
P3_kakoiQ_0034_8b8018d91856,P3,kakoiQ,34,_kakoi_q/P3_kakoiQ (34).mov,_kakoi_q,97904,train
P3_kakoiQ_0035_7d98300428f1,P3,kakoiQ,35,_kakoi_q/P3_kakoiQ (35).mov,_kakoi_q,86517,train
P3_kakoiQ_0036_8cd23e82c7f2,P3,kakoiQ,36,_kakoi_q/P3_kakoiQ (36).mov,_kakoi_q,95373,train
P3_kakoiQ_0037_95667b3eac4b,P3,kakoiQ,37,_kakoi_q/P3_kakoiQ (37).mov,_kakoi_q,95587,train
P3_kakoiQ_0038_1e3ec3f1c6aa,P3,kakoiQ,38,_kakoi_q/P3_kakoiQ (38).mov,_kakoi_q,104514,train
P3_kakoiQ_0039_652f77bedce2,P3,kakoiQ,39,_kakoi_q/P3_kakoiQ (39).mov,_kakoi_q,102073,train
P3_kakoiQ_0004_1eacd2c894ee,P3,kakoiQ,4,_kakoi_q/P3_kakoiQ (4).mov,_kakoi_q,94309,train
P3_kakoiQ_0040_dae2da134503,P3,kakoiQ,40,_kakoi_q/P3_kakoiQ (40).mov,_kakoi_q,101192,train
P3_kakoiQ_0041_153c0294790a,P3,kakoiQ,41,_kakoi_q/P3_kakoiQ (41).mov,_kakoi_q,92921,train
P3_kakoiQ_0042_328c67846817,P3,kakoiQ,42,_kakoi_q/P3_kakoiQ (42).mov,_kakoi_q,105874,train
P3_kakoiQ_0043_47627fa6022d,P3,kakoiQ,43,_kakoi_q/P3_kakoiQ (43).mov,_kakoi_q,103336,train
P3_kakoiQ_0044_f28d1a323df4,P3,kakoiQ,44,_kakoi_q/P3_kakoiQ (44).mov,_kakoi_q,82541,train
P3_kakoiQ_0045_97c5baf5afbb,P3,kakoiQ,45,_kakoi_q/P3_kakoiQ (45).mov,_kakoi_q,92294,train
P3_kakoiQ_0046_2d9e3f828d75,P3,kakoiQ,46,_kakoi_q/P3_kakoiQ (46).mov,_kakoi_q,99889,train
P3_kakoiQ_0047_d48cbfbd1575,P3,kakoiQ,47,_kakoi_q/P3_kakoiQ (47).mov,_kakoi_q,91166,train
P3_kakoiQ_0048_c3d357d87030,P3,kakoiQ,48,_kakoi_q/P3_kakoiQ (48).mov,_kakoi_q,91142,train
P3_kakoiQ_0049_5be2d3749a14,P3,kakoiQ,49,_kakoi_q/P3_kakoiQ (49).mov,_kakoi_q,120811,train
P3_kakoiQ_0005_353feec512c3,P3,kakoiQ,5,_kakoi_q/P3_kakoiQ (5).mov,_kakoi_q,82973,train
P3_kakoiQ_0050_d40ade2323e3,P3,kakoiQ,50,_kakoi_q/P3_kakoiQ (50).mov,_kakoi_q,105081,train
P3_kakoiQ_0051_93fa833b3650,P3,kakoiQ,51,_kakoi_q/P3_kakoiQ (51).mov,_kakoi_q,92009,train
P3_kakoiQ_0052_88d1acc6e515,P3,kakoiQ,52,_kakoi_q/P3_kakoiQ (52).mov,_kakoi_q,102015,train
P3_kakoiQ_0053_a439dd045389,P3,kakoiQ,53,_kakoi_q/P3_kakoiQ (53).mov,_kakoi_q,101921,train
P3_kakoiQ_0054_5dab3de2532d,P3,kakoiQ,54,_kakoi_q/P3_kakoiQ (54).mov,_kakoi_q,103238,train
P3_kakoiQ_0055_2d164aa89756,P3,kakoiQ,55,_kakoi_q/P3_kakoiQ (55).mov,_kakoi_q,115286,train
P3_kakoiQ_0056_3460185b0c9d,P3,kakoiQ,56,_kakoi_q/P3_kakoiQ (56).mov,_kakoi_q,97243,train
P3_kakoiQ_0057_6aa422e16033,P3,kakoiQ,57,_kakoi_q/P3_kakoiQ (57).mov,_kakoi_q,91774,train
P3_kakoiQ_0058_4a9c9f6d033b,P3,kakoiQ,58,_kakoi_q/P3_kakoiQ (58).mov,_kakoi_q,102253,train
P3_kakoiQ_0059_fbd4ac70fa77,P3,kakoiQ,59,_kakoi_q/P3_kakoiQ (59).mov,_kakoi_q,86706,train
P3_kakoiQ_0006_195ac62064a1,P3,kakoiQ,6,_kakoi_q/P3_kakoiQ (6).mov,_kakoi_q,92860,train
P3_kakoiQ_0060_71c23023d29c,P3,kakoiQ,60,_kakoi_q/P3_kakoiQ (60).mov,_kakoi_q,88304,train
P3_kakoiQ_0061_4509ffaf2f1b,P3,kakoiQ,61,_kakoi_q/P3_kakoiQ (61).mov,_kakoi_q,90451,train
P3_kakoiQ_0062_15c047fba561,P3,kakoiQ,62,_kakoi_q/P3_kakoiQ (62).mov,_kakoi_q,96283,train
P3_kakoiQ_0063_60427cb81810,P3,kakoiQ,63,_kakoi_q/P3_kakoiQ (63).mov,_kakoi_q,95207,train
P3_kakoiQ_0064_3d6c22895e8b,P3,kakoiQ,64,_kakoi_q/P3_kakoiQ (64).mov,_kakoi_q,90721,train
P3_kakoiQ_0065_2ab2072d97b9,P3,kakoiQ,65,_kakoi_q/P3_kakoiQ (65).mov,_kakoi_q,84642,train
P3_kakoiQ_0066_5bf10f93846a,P3,kakoiQ,66,_kakoi_q/P3_kakoiQ (66).mov,_kakoi_q,94436,train
P3_kakoiQ_0067_19ad2ab47ec8,P3,kakoiQ,67,_kakoi_q/P3_kakoiQ (67).mov,_kakoi_q,93849,train
P3_kakoiQ_0068_0353ab3c0918,P3,kakoiQ,68,_kakoi_q/P3_kakoiQ (68).mov,_kakoi_q,100535,train
P3_kakoiQ_0069_e8686108e6ad,P3,kakoiQ,69,_kakoi_q/P3_kakoiQ (69).mov,_kakoi_q,99919,train
P3_kakoiQ_0007_699441cd0f4a,P3,kakoiQ,7,_kakoi_q/P3_kakoiQ (7).mov,_kakoi_q,83957,train
P3_kakoiQ_0070_dee3e0d1be19,P3,kakoiQ,70,_kakoi_q/P3_kakoiQ (70).mov,_kakoi_q,101162,train
P3_kakoiQ_0071_2d1db171f194,P3,kakoiQ,71,_kakoi_q/P3_kakoiQ (71).mov,_kakoi_q,109306,train
P3_kakoiQ_0072_8bb23ae5e322,P3,kakoiQ,72,_kakoi_q/P3_kakoiQ (72).mov,_kakoi_q,105779,train
P3_kakoiQ_0073_8fe35669db5b,P3,kakoiQ,73,_kakoi_q/P3_kakoiQ (73).mov,_kakoi_q,108579,train
P3_kakoiQ_0074_7a38d435cd55,P3,kakoiQ,74,_kakoi_q/P3_kakoiQ (74).mov,_kakoi_q,122496,train
P3_kakoiQ_0075_4ede113e5762,P3,kakoiQ,75,_kakoi_q/P3_kakoiQ (75).mov,_kakoi_q,111997,train
P3_kakoiQ_0076_da98fe88170f,P3,kakoiQ,76,_kakoi_q/P3_kakoiQ (76).mov,_kakoi_q,100261,train
P3_kakoiQ_0077_f2d35b935a49,P3,kakoiQ,77,_kakoi_q/P3_kakoiQ (77).mov,_kakoi_q,81762,train
P3_kakoiQ_0078_988234a662fe,P3,kakoiQ,78,_kakoi_q/P3_kakoiQ (78).mov,_kakoi_q,104259,train
P3_kakoiQ_0079_1ffe57ef8c7e,P3,kakoiQ,79,_kakoi_q/P3_kakoiQ (79).mov,_kakoi_q,99492,train
P3_kakoiQ_0008_746d9026d4de,P3,kakoiQ,8,_kakoi_q/P3_kakoiQ (8).mov,_kakoi_q,114368,train
P3_kakoiQ_0080_21a094b786cc,P3,kakoiQ,80,_kakoi_q/P3_kakoiQ (80).mov,_kakoi_q,86820,train
P3_kakoiQ_0081_cbc6b6031abe,P3,kakoiQ,81,_kakoi_q/P3_kakoiQ (81).mov,_kakoi_q,82764,train
P3_kakoiQ_0082_fa8048b82a73,P3,kakoiQ,82,_kakoi_q/P3_kakoiQ (82).mov,_kakoi_q,90184,train
P3_kakoiQ_0083_03c91b33ae4a,P3,kakoiQ,83,_kakoi_q/P3_kakoiQ (83).mov,_kakoi_q,119047,train
P3_kakoiQ_0084_095711aacac2,P3,kakoiQ,84,_kakoi_q/P3_kakoiQ (84).mov,_kakoi_q,137273,train
P3_kakoiQ_0085_65d235fdedbc,P3,kakoiQ,85,_kakoi_q/P3_kakoiQ (85).mov,_kakoi_q,91932,train
P3_kakoiQ_0086_0179d244eb6c,P3,kakoiQ,86,_kakoi_q/P3_kakoiQ (86).mov,_kakoi_q,100284,train
P3_kakoiQ_0087_1a0078ef7cf3,P3,kakoiQ,87,_kakoi_q/P3_kakoiQ (87).mov,_kakoi_q,114622,train
P3_kakoiQ_0088_e7fd45cd8f97,P3,kakoiQ,88,_kakoi_q/P3_kakoiQ (88).mov,_kakoi_q,94874,train
P3_kakoiQ_0089_bc9ee77b880b,P3,kakoiQ,89,_kakoi_q/P3_kakoiQ (89).mov,_kakoi_q,62817,train
P3_kakoiQ_0009_b4364331dd63,P3,kakoiQ,9,_kakoi_q/P3_kakoiQ (9).mov,_kakoi_q,86126,train
P3_kakoiQ_0090_89631dfcd57e,P3,kakoiQ,90,_kakoi_q/P3_kakoiQ (90).mov,_kakoi_q,100831,train
P3_kakoiQ_0091_bca7ee8705e9,P3,kakoiQ,91,_kakoi_q/P3_kakoiQ (91).mov,_kakoi_q,90821,train
P3_kakoiQ_0092_660526605b00,P3,kakoiQ,92,_kakoi_q/P3_kakoiQ (92).mov,_kakoi_q,106269,train
P3_kakoiQ_0093_ec098572e812,P3,kakoiQ,93,_kakoi_q/P3_kakoiQ (93).mov,_kakoi_q,105915,train
P3_kakoiQ_0094_8ebb0a22cd0c,P3,kakoiQ,94,_kakoi_q/P3_kakoiQ (94).mov,_kakoi_q,123878,train
P3_kakoiQ_0095_3c878b3e461b,P3,kakoiQ,95,_kakoi_q/P3_kakoiQ (95).mov,_kakoi_q,109190,train
P3_kakoiQ_0096_9c3f8924f52c,P3,kakoiQ,96,_kakoi_q/P3_kakoiQ (96).mov,_kakoi_q,119175,train
P3_kakoiQ_0097_1ab124fec868,P3,kakoiQ,97,_kakoi_q/P3_kakoiQ (97).mov,_kakoi_q,117911,train
P3_kakoiQ_0098_baceafb9962d,P3,kakoiQ,98,_kakoi_q/P3_kakoiQ (98).mov,_kakoi_q,104127,train
P3_kakoiQ_0099_0762f3d56b46,P3,kakoiQ,99,_kakoi_q/P3_kakoiQ (99).mov,_kakoi_q,90753,train
P4_kakoiQ_0001_20a246ebdc78,P4,kakoiQ,1,_kakoi_q/P4_kakoiQ (1).mov,_kakoi_q,270305,train
P4_kakoiQ_0010_762fcbff7b95,P4,kakoiQ,10,_kakoi_q/P4_kakoiQ (10).mov,_kakoi_q,317214,train
P4_kakoiQ_0011_114fe91d8dea,P4,kakoiQ,11,_kakoi_q/P4_kakoiQ (11).mov,_kakoi_q,267276,train
P4_kakoiQ_0012_ac979cd5c197,P4,kakoiQ,12,_kakoi_q/P4_kakoiQ (12).mov,_kakoi_q,317214,train
P4_kakoiQ_0013_2ff3d090ce1c,P4,kakoiQ,13,_kakoi_q/P4_kakoiQ (13).mov,_kakoi_q,332780,train
P4_kakoiQ_0014_4031f067b881,P4,kakoiQ,14,_kakoi_q/P4_kakoiQ (14).mov,_kakoi_q,317214,train
P4_kakoiQ_0015_9e173b2b41f7,P4,kakoiQ,15,_kakoi_q/P4_kakoiQ (15).mov,_kakoi_q,267276,train
P4_kakoiQ_0016_47e65d4e494a,P4,kakoiQ,16,_kakoi_q/P4_kakoiQ (16).mov,_kakoi_q,305154,train
P4_kakoiQ_0017_b34ae334e6b1,P4,kakoiQ,17,_kakoi_q/P4_kakoiQ (17).mov,_kakoi_q,358063,train
P4_kakoiQ_0018_54d6d9fa2d30,P4,kakoiQ,18,_kakoi_q/P4_kakoiQ (18).mov,_kakoi_q,257974,train
P4_kakoiQ_0019_ae4964b9a4a1,P4,kakoiQ,19,_kakoi_q/P4_kakoiQ (19).mov,_kakoi_q,409315,train
P4_kakoiQ_0002_23faba136ef8,P4,kakoiQ,2,_kakoi_q/P4_kakoiQ (2).mov,_kakoi_q,371224,train
P4_kakoiQ_0020_fccfc37a1144,P4,kakoiQ,20,_kakoi_q/P4_kakoiQ (20).mov,_kakoi_q,267432,train
P4_kakoiQ_0021_942d253bc04a,P4,kakoiQ,21,_kakoi_q/P4_kakoiQ (21).mov,_kakoi_q,244809,train
P4_kakoiQ_0022_1996d51abe5b,P4,kakoiQ,22,_kakoi_q/P4_kakoiQ (22).mov,_kakoi_q,308826,train
P4_kakoiQ_0023_9839d176c63a,P4,kakoiQ,23,_kakoi_q/P4_kakoiQ (23).mov,_kakoi_q,269146,train
P4_kakoiQ_0024_adc5306b0c62,P4,kakoiQ,24,_kakoi_q/P4_kakoiQ (24).mov,_kakoi_q,242472,train
P4_kakoiQ_0025_85fb8da28228,P4,kakoiQ,25,_kakoi_q/P4_kakoiQ (25).mov,_kakoi_q,267806,train
P4_kakoiQ_0026_1abf918dfdd8,P4,kakoiQ,26,_kakoi_q/P4_kakoiQ (26).mov,_kakoi_q,228163,train
P4_kakoiQ_0027_891f8270f41d,P4,kakoiQ,27,_kakoi_q/P4_kakoiQ (27).mov,_kakoi_q,266907,train
P4_kakoiQ_0028_807dd6941bc6,P4,kakoiQ,28,_kakoi_q/P4_kakoiQ (28).mov,_kakoi_q,242332,train
P4_kakoiQ_0029_6eaa54b889cc,P4,kakoiQ,29,_kakoi_q/P4_kakoiQ (29).mov,_kakoi_q,276215,train
P4_kakoiQ_0003_e19a4cb42b43,P4,kakoiQ,3,_kakoi_q/P4_kakoiQ (3).mov,_kakoi_q,244809,train
P4_kakoiQ_0030_1bf9a0e1796a,P4,kakoiQ,30,_kakoi_q/P4_kakoiQ (30).mov,_kakoi_q,395392,train
P4_kakoiQ_0031_1d90836b1503,P4,kakoiQ,31,_kakoi_q/P4_kakoiQ (31).mov,_kakoi_q,190492,train
P4_kakoiQ_0032_d8b37bc471de,P4,kakoiQ,32,_kakoi_q/P4_kakoiQ (32).mov,_kakoi_q,226253,train
P4_kakoiQ_0033_e37d527f0bde,P4,kakoiQ,33,_kakoi_q/P4_kakoiQ (33).mov,_kakoi_q,225917,train
P4_kakoiQ_0034_2c5b8d71eebd,P4,kakoiQ,34,_kakoi_q/P4_kakoiQ (34).mov,_kakoi_q,201934,train
P4_kakoiQ_0035_ff0d7c0d711a,P4,kakoiQ,35,_kakoi_q/P4_kakoiQ (35).mov,_kakoi_q,228017,train
P4_kakoiQ_0036_30b67060c3dd,P4,kakoiQ,36,_kakoi_q/P4_kakoiQ (36).mov,_kakoi_q,191544,train
P4_kakoiQ_0037_94e148c11ca3,P4,kakoiQ,37,_kakoi_q/P4_kakoiQ (37).mov,_kakoi_q,174908,train
P4_kakoiQ_0038_52bfc556435c,P4,kakoiQ,38,_kakoi_q/P4_kakoiQ (38).mov,_kakoi_q,293088,train
P4_kakoiQ_0039_5e06f9e2b69a,P4,kakoiQ,39,_kakoi_q/P4_kakoiQ (39).mov,_kakoi_q,228427,train
P4_kakoiQ_0004_fee4c4908a22,P4,kakoiQ,4,_kakoi_q/P4_kakoiQ (4).mov,_kakoi_q,267432,train
P4_kakoiQ_0040_2836287d0a05,P4,kakoiQ,40,_kakoi_q/P4_kakoiQ (40).mov,_kakoi_q,231626,train
P4_kakoiQ_0005_ed654b89de17,P4,kakoiQ,5,_kakoi_q/P4_kakoiQ (5).mov,_kakoi_q,409315,train
P4_kakoiQ_0006_6ef33151b56d,P4,kakoiQ,6,_kakoi_q/P4_kakoiQ (6).mov,_kakoi_q,257974,train
P4_kakoiQ_0007_9ebd1a88c8f4,P4,kakoiQ,7,_kakoi_q/P4_kakoiQ (7).mov,_kakoi_q,358063,train
P4_kakoiQ_0008_179742e24803,P4,kakoiQ,8,_kakoi_q/P4_kakoiQ (8).mov,_kakoi_q,305154,train
P4_kakoiQ_0009_abf4f55d7be1,P4,kakoiQ,9,_kakoi_q/P4_kakoiQ (9).mov,_kakoi_q,267276,train
P5_kakoiQ_0001_7191e8ff6959,P5,kakoiQ,1,_kakoi_q/P5_kakoiQ (1).mov,_kakoi_q,142789,train
P5_kakoiQ_0010_0c556dc20e4d,P5,kakoiQ,10,_kakoi_q/P5_kakoiQ (10).mov,_kakoi_q,74415,train
P5_kakoiQ_0011_2e663b993c57,P5,kakoiQ,11,_kakoi_q/P5_kakoiQ (11).mov,_kakoi_q,128613,train
P5_kakoiQ_0012_7e40a27dda06,P5,kakoiQ,12,_kakoi_q/P5_kakoiQ (12).mov,_kakoi_q,97107,train
P5_kakoiQ_0013_bbfabcf8a5e5,P5,kakoiQ,13,_kakoi_q/P5_kakoiQ (13).mov,_kakoi_q,124342,train
P5_kakoiQ_0014_70b9215c46b7,P5,kakoiQ,14,_kakoi_q/P5_kakoiQ (14).mov,_kakoi_q,142789,train
P5_kakoiQ_0015_7108eeafdac8,P5,kakoiQ,15,_kakoi_q/P5_kakoiQ (15).mov,_kakoi_q,128821,train
P5_kakoiQ_0016_8bd4e3fe6be0,P5,kakoiQ,16,_kakoi_q/P5_kakoiQ (16).mov,_kakoi_q,212584,train
P5_kakoiQ_0017_9571a7ff12b5,P5,kakoiQ,17,_kakoi_q/P5_kakoiQ (17).mov,_kakoi_q,109664,train
P5_kakoiQ_0018_c79cabadd455,P5,kakoiQ,18,_kakoi_q/P5_kakoiQ (18).mov,_kakoi_q,140748,train
P5_kakoiQ_0019_50db88763885,P5,kakoiQ,19,_kakoi_q/P5_kakoiQ (19).mov,_kakoi_q,153264,train
P5_kakoiQ_0002_e1566b5b76eb,P5,kakoiQ,2,_kakoi_q/P5_kakoiQ (2).mov,_kakoi_q,134729,train
P5_kakoiQ_0020_0611b8587dd7,P5,kakoiQ,20,_kakoi_q/P5_kakoiQ (20).mov,_kakoi_q,153160,train
P5_kakoiQ_0021_04f70f640623,P5,kakoiQ,21,_kakoi_q/P5_kakoiQ (21).mov,_kakoi_q,122969,train
P5_kakoiQ_0022_2e39ba194920,P5,kakoiQ,22,_kakoi_q/P5_kakoiQ (22).mov,_kakoi_q,118151,train
P5_kakoiQ_0023_3713ab94be04,P5,kakoiQ,23,_kakoi_q/P5_kakoiQ (23).mov,_kakoi_q,147621,train
P5_kakoiQ_0024_ba41c84dd014,P5,kakoiQ,24,_kakoi_q/P5_kakoiQ (24).mov,_kakoi_q,186553,train
P5_kakoiQ_0025_30f4fc73c3f5,P5,kakoiQ,25,_kakoi_q/P5_kakoiQ (25).mov,_kakoi_q,131875,train
P5_kakoiQ_0026_cae61d382387,P5,kakoiQ,26,_kakoi_q/P5_kakoiQ (26).mov,_kakoi_q,132965,train
P5_kakoiQ_0027_6ead49a252e5,P5,kakoiQ,27,_kakoi_q/P5_kakoiQ (27).mov,_kakoi_q,132980,train
P5_kakoiQ_0028_ac833205e0ec,P5,kakoiQ,28,_kakoi_q/P5_kakoiQ (28).mov,_kakoi_q,135801,train
P5_kakoiQ_0029_b7375f2f610d,P5,kakoiQ,29,_kakoi_q/P5_kakoiQ (29).mov,_kakoi_q,145274,train
P5_kakoiQ_0003_f6e30af09c3c,P5,kakoiQ,3,_kakoi_q/P5_kakoiQ (3).mov,_kakoi_q,200116,train
P5_kakoiQ_0030_e7628489ef7d,P5,kakoiQ,30,_kakoi_q/P5_kakoiQ (30).mov,_kakoi_q,131329,train
P5_kakoiQ_0031_8d1360f75408,P5,kakoiQ,31,_kakoi_q/P5_kakoiQ (31).mov,_kakoi_q,115038,train
P5_kakoiQ_0032_bf1b6e6ab9f5,P5,kakoiQ,32,_kakoi_q/P5_kakoiQ (32).mov,_kakoi_q,170835,train
P5_kakoiQ_0033_5c97f1a8c21a,P5,kakoiQ,33,_kakoi_q/P5_kakoiQ (33).mov,_kakoi_q,169621,train
P5_kakoiQ_0034_58d5e29e9d8b,P5,kakoiQ,34,_kakoi_q/P5_kakoiQ (34).mov,_kakoi_q,174630,train
P5_kakoiQ_0035_e6ae8b365d1e,P5,kakoiQ,35,_kakoi_q/P5_kakoiQ (35).mov,_kakoi_q,158959,train
P5_kakoiQ_0036_33050a8e755c,P5,kakoiQ,36,_kakoi_q/P5_kakoiQ (36).mov,_kakoi_q,169911,train
P5_kakoiQ_0037_abd52bcd75ac,P5,kakoiQ,37,_kakoi_q/P5_kakoiQ (37).mov,_kakoi_q,192554,train
P5_kakoiQ_0038_1db13cb8f331,P5,kakoiQ,38,_kakoi_q/P5_kakoiQ (38).mov,_kakoi_q,192914,train
P5_kakoiQ_0039_947003f315ac,P5,kakoiQ,39,_kakoi_q/P5_kakoiQ (39).mov,_kakoi_q,131224,train
P5_kakoiQ_0004_a553e5409b44,P5,kakoiQ,4,_kakoi_q/P5_kakoiQ (4).mov,_kakoi_q,219609,train
P5_kakoiQ_0040_2675f653771d,P5,kakoiQ,40,_kakoi_q/P5_kakoiQ (40).mov,_kakoi_q,124342,train
P5_kakoiQ_0005_b54c8ef967fe,P5,kakoiQ,5,_kakoi_q/P5_kakoiQ (5).mov,_kakoi_q,243106,train
P5_kakoiQ_0006_aa63aaa7e685,P5,kakoiQ,6,_kakoi_q/P5_kakoiQ (6).mov,_kakoi_q,209891,train
P5_kakoiQ_0007_c20a2bba9a63,P5,kakoiQ,7,_kakoi_q/P5_kakoiQ (7).mov,_kakoi_q,156080,train
P5_kakoiQ_0008_fd97e5fc10d7,P5,kakoiQ,8,_kakoi_q/P5_kakoiQ (8).mov,_kakoi_q,82060,train
P5_kakoiQ_0009_acd42e760fc5,P5,kakoiQ,9,_kakoi_q/P5_kakoiQ (9).mov,_kakoi_q,131224,train
P1_kogda_0001_24e3d1f343ec,P1,kogda,1,_kogda/P1_kogda (1).mov,_kogda,66354,test
P1_kogda_0100_a995f3dc4083,P1,kogda,100,_kogda/P1_kogda (100).mov,_kogda,68081,test
P1_kogda_0101_f74ab451a80a,P1,kogda,101,_kogda/P1_kogda (101).mov,_kogda,66354,test
P1_kogda_0102_24fc41d621b9,P1,kogda,102,_kogda/P1_kogda (102).mov,_kogda,66354,test
P1_kogda_0103_e575aef337fd,P1,kogda,103,_kogda/P1_kogda (103).mov,_kogda,66354,test
P1_kogda_0104_bc51f8d86401,P1,kogda,104,_kogda/P1_kogda (104).mov,_kogda,66354,test
P1_kogda_0105_44bf20e72667,P1,kogda,105,_kogda/P1_kogda (105).mov,_kogda,66354,test
P1_kogda_0106_96ffe82e60eb,P1,kogda,106,_kogda/P1_kogda (106).mov,_kogda,65049,test
P1_kogda_0107_731175e65ce7,P1,kogda,107,_kogda/P1_kogda (107).mov,_kogda,65049,test
P1_kogda_0108_088aab75d03f,P1,kogda,108,_kogda/P1_kogda (108).mov,_kogda,65049,test
P1_kogda_0109_ee0f8bbe04f3,P1,kogda,109,_kogda/P1_kogda (109).mov,_kogda,65049,test
P1_kogda_0110_ea74efd71124,P1,kogda,110,_kogda/P1_kogda (110).mov,_kogda,65049,test
P1_kogda_0111_01924a9c307f,P1,kogda,111,_kogda/P1_kogda (111).mov,_kogda,65049,test
P1_kogda_0112_25331eed1d0b,P1,kogda,112,_kogda/P1_kogda (112).mov,_kogda,65049,test
P1_kogda_0113_37f29acda0da,P1,kogda,113,_kogda/P1_kogda (113).mov,_kogda,65049,test
P1_kogda_0114_7fff26204478,P1,kogda,114,_kogda/P1_kogda (114).mov,_kogda,65049,test
P1_kogda_0115_50a47295cc75,P1,kogda,115,_kogda/P1_kogda (115).mov,_kogda,65049,test
P1_kogda_0116_55375a9344ee,P1,kogda,116,_kogda/P1_kogda (116).mov,_kogda,65049,test
P1_kogda_0117_c69d40d56f75,P1,kogda,117,_kogda/P1_kogda (117).mov,_kogda,65049,test
P1_kogda_0118_579df3c1e7fb,P1,kogda,118,_kogda/P1_kogda (118).mov,_kogda,67317,test
P1_kogda_0119_ee80c55358f2,P1,kogda,119,_kogda/P1_kogda (119).mov,_kogda,67317,test
P1_kogda_0120_3171a36b7cc9,P1,kogda,120,_kogda/P1_kogda (120).mov,_kogda,67317,test
P1_kogda_0121_8cecdd615f96,P1,kogda,121,_kogda/P1_kogda (121).mov,_kogda,67317,test
P1_kogda_0122_2af835c3e2b7,P1,kogda,122,_kogda/P1_kogda (122).mov,_kogda,67317,test
